Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score
13364,71,1,269.91999999999996,2,1,1
13365,34,2,4450.74,3,2,4
13366,50,1,112.32000000000001,3,1,1
13368,257,2,1246.8,1,2,2
13369,366,1,616.5600000000001,1,1,2
13370,372,1,1509.74,1,1,3
13372,90,1,757.28,2,1,2
13373,61,3,6624.5,2,3,4
13375,89,1,1557.3,2,1,3
13376,99,3,2039.52,2,3,3
13379,26,3,1145.12,3,3,2
13381,32,6,7278.62,3,4,4
13382,281,1,445.98,1,1,1
13384,31,7,8303.86,3,4,4
13385,330,1,1069.14,1,1,2
13388,131,2,1354.2,2,2,3
13389,11,3,1595.92,4,3,3
13390,75,1,1088.16,2,1,2
13391,204,1,119.6,1,1,1
13394,2,8,5040.04,4,4,4
13395,185,1,615.44,1,1,2
13396,29,2,2721.98,3,2,3
13397,73,5,3088.26,2,4,3
13398,192,1,914.68,1,1,2
13402,127,2,1242.46,2,2,2
13403,18,1,150.0,4,1,1
13404,1,2,504.98,4,2,1
13405,74,3,1144.902,2,3,2
13408,2,62,56234.08,4,4,4
13410,24,5,2006.12,3,4,3
13411,107,1,427.1,2,1,1
13414,134,3,2781.0,2,3,3
13416,44,2,1425.0,3,2,3
13417,5,2,1281.66,4,2,2
13418,12,18,12254.86,4,4,4
13419,64,1,442.12,2,1,1
13420,150,2,319.7,1,2,1
13421,40,2,3667.42,3,2,4
13422,64,1,5252.6,2,1,4
13425,108,3,3248.42,2,3,3
13426,1,10,7282.64,4,4,4
13427,19,3,1165.2,3,3,2
13428,10,1,403.56,4,1,1
13429,11,4,2013.6,4,3,3
13430,19,2,1358.9,3,2,3
13431,67,2,2538.2,2,2,3
13434,74,2,1068.48,2,2,2
13435,5,7,7619.780000000001,4,4,4
13436,2,1,393.78,4,1,1
13437,14,7,6816.12,4,4,4
13439,255,1,567.42,1,1,1
13441,92,1,593.28,2,1,1
13447,23,3,2258.28,3,3,3
13448,17,6,7069.38,4,4,4
13449,24,1,583.76,3,1,1
13450,27,6,4087.4399999999996,3,4,4
13451,26,5,5796.5199999999995,3,4,4
13452,259,2,1180.0,1,2,2
13453,166,2,713.9599999999999,1,2,2
13455,25,2,2116.68,3,2,3
13456,18,6,3533.44,4,4,4
13458,7,14,19293.14,4,4,4
13460,29,2,366.88,3,2,1
13461,39,3,2890.0,3,3,3
13462,253,1,303.0,1,1,1
13464,58,1,1349.36,2,1,3
13466,184,1,615.8,1,1,2
13467,11,2,2143.82,4,2,3
13468,2,37,11409.94,4,4,4
13470,99,2,330.0,2,2,1
13471,1,4,5003.68,4,3,4
13473,61,2,845.28,2,2,2
13474,236,1,453.68,1,1,1
13475,191,4,2863.56,1,3,3
13476,179,2,2476.94,1,2,3
13477,38,6,2909.16,3,4,3
13479,201,2,601.9,1,2,1
13481,46,5,3609.12,3,4,4
13482,232,1,369.28,1,1,1
13483,66,1,280.68,2,1,1
13484,241,1,627.6,1,1,2
13485,233,1,908.48,1,1,2
13486,78,3,2244.82,2,3,3
13487,58,3,1150.8,2,3,2
13488,17,13,17936.62,4,4,4
13489,105,4,899.04,2,3,2
13491,52,10,2431.64,2,4,3
13492,136,3,2539.68,2,3,3
13493,275,2,1237.26,1,2,2
13494,312,1,632.5200000000001,1,1,2
13495,8,5,4089.7400000000002,4,4,4
13496,11,2,1306.66,4,2,2
13497,283,2,696.1,1,2,2
13499,18,5,2318.22,4,4,3
13500,23,3,2333.54,3,3,3
13501,288,1,2680.64,1,1,3
13502,17,3,584.0,4,3,1
13503,71,1,433.7,2,1,1
13504,64,1,591.86,2,1,1
13505,73,4,8787.26,2,3,4
13506,316,2,917.04,1,2,2
13507,3,4,4958.32,4,3,4
13508,244,1,221.94,1,1,1
13509,9,7,1959.44,4,4,3
13510,1,4,3583.12,4,3,4
13512,261,1,502.42,1,1,1
13513,127,1,410.2,2,1,1
13514,74,1,304.40000000000003,2,1,1
13515,73,4,1782.24,2,3,3
13516,21,3,2778.82,3,3,3
13517,60,3,4256.84,2,3,4
13518,86,1,1254.32,2,1,2
13519,78,1,245.5,2,1,1
13520,59,6,7248.7,2,4,4
13521,1,3,2143.46,4,3,3
13522,30,1,251.60000000000002,3,1,1
13523,33,5,7929.76,3,4,4
13524,41,5,1360.3600000000001,3,4,3
13525,15,2,1257.56,4,2,2
13527,34,7,4484.72,3,4,4
13529,79,2,615.52,2,2,2
13531,205,2,967.6,1,2,2
13532,34,1,420.62,3,1,1
13533,183,3,538.18,1,3,1
13534,2,25,11740.16,4,4,4
13536,1,7,6888.78,4,4,4
13538,43,7,2561.7,3,4,3
13539,86,3,1262.68,2,3,2
13544,40,2,552.12,3,2,1
13546,12,3,1242.18,4,3,2
13548,96,2,1356.32,2,2,3
13549,26,7,1836.4,3,4,3
13551,319,1,183.60000000000002,1,1,1
13552,66,12,7480.14,2,4,4
13555,74,4,8197.76,2,3,4
13557,28,2,1168.12,3,2,2
13558,6,4,1189.04,4,3,2
13560,7,1,342.84000000000003,4,1,1
13561,216,1,283.71999999999997,1,1,1
13562,82,3,3598.66,2,3,4
13563,84,2,1555.06,2,2,3
13564,144,3,3449.34,1,3,4
13565,19,2,480.44,3,2,1
13566,41,2,1713.68,3,2,3
13568,173,1,374.1,1,1,1
13569,17,2,677.24,4,2,2
13570,243,1,478.98,1,1,1
13571,13,12,4177.88,4,4,4
13572,206,1,2768.5,1,1,3
13573,50,2,580.5,3,2,1
13575,23,5,1464.1399999999999,3,4,3
13576,10,18,13434.68,4,4,4
13577,25,4,3375.2000000000003,3,3,4
13579,15,2,934.08,4,2,2
13581,309,1,236.0,1,1,1
13583,156,1,1562.06,1,1,3
13584,307,1,284.8,1,1,1
13587,64,1,1424.8,2,1,3
13588,16,9,4957.9,4,4,4
13589,15,2,759.3,4,2,2
13590,11,6,3963.84,4,4,4
13591,65,3,2234.26,2,3,3
13592,36,4,495.91999999999996,3,3,1
13593,108,5,4023.76,2,4,4
13594,53,1,793.94,2,1,2
13596,6,2,1328.22,4,2,2
13598,47,1,320.08,3,1,1
13599,1,21,10299.84,4,4,4
13600,312,1,439.04,1,1,1
13601,45,2,1386.64,3,2,3
13602,65,1,857.78,2,1,2
13603,26,1,328.68,3,1,1
13606,29,3,553.5,3,3,1
13607,40,1,1351.02,3,1,3
13610,12,7,2164.66,4,4,3
13611,89,3,2308.8,2,3,3
13614,24,4,3170.92,3,3,3
13615,319,1,835.38,1,1,2
13617,40,3,1088.36,3,3,2
13618,174,1,354.68,1,1,1
13621,117,1,427.7,2,1,1
13623,31,5,1455.48,3,4,3
13626,253,1,514.46,1,1,1
13627,59,5,3276.94,2,4,3
13629,23,11,15584.72,3,4,4
13630,5,7,4063.56,4,4,4
13631,100,11,6140.84,2,4,4
13632,25,5,4237.86,3,4,4
13634,33,5,3094.7200000000003,3,4,3
13635,68,1,2142.06,2,1,3
13636,37,5,1898.24,3,4,3
13637,52,3,1608.6,2,3,3
13638,16,1,245.28,4,1,1
13639,74,1,2066.68,2,1,3
13642,216,1,624.56,1,1,2
13643,31,3,1038.88,3,3,2
13644,16,4,5248.52,4,3,4
13645,120,1,504.2,2,1,1
13647,10,4,3296.2400000000002,4,3,3
13649,257,2,693.2,1,2,2
13650,17,6,3672.68,4,4,4
13651,35,2,188.4,3,2,1
13652,46,3,2190.16,3,3,3
13654,43,6,5414.66,3,4,4
13655,114,2,1865.94,2,2,3
13656,165,2,759.3,1,2,2
13657,11,2,764.28,4,2,2
13658,10,5,5278.34,4,4,4
13659,206,2,3126.0,1,2,3
13662,86,3,1762.52,2,3,3
13663,179,1,378.94,1,1,1
13666,60,3,169.3,2,3,1
13667,149,1,598.1,1,1,1
13668,3,21,12619.66,4,4,4
13669,51,2,437.1,3,2,1
13670,75,1,699.4,2,1,2
13672,301,2,372.78000000000003,1,2,1
13673,19,2,774.88,3,2,2
13675,151,2,973.6400000000001,1,2,2
13678,152,1,465.2,1,1,1
13680,1,4,7438.24,4,3,4
13681,18,4,1655.66,4,3,3
13682,187,1,119.0,1,1,1
13684,286,1,130.26,1,1,1
13685,3,7,6238.88,4,4,4
13686,183,1,144.0,1,1,1
13689,63,1,1820.0,2,1,3
13690,59,1,344.5,2,1,1
13692,25,3,2976.64,3,3,3
13694,4,50,130079.24,4,4,4
13695,31,15,5008.26,3,4,4
13697,39,1,302.59999999999997,3,1,1
13699,155,1,617.1600000000001,1,1,2
13700,26,10,4497.26,3,4,4
13703,318,1,199.0,1,1,1
13704,5,9,4616.12,4,4,4
13705,8,3,1423.72,4,3,3
13706,303,1,661.58,1,1,2
13707,267,2,1612.82,1,2,3
13708,271,1,570.66,1,1,1
13709,4,13,12615.300000000001,4,4,4
13710,32,1,360.96,3,1,1
13711,219,2,504.12,1,2,1
13712,247,1,457.68,1,1,1
13715,281,5,2154.78,1,4,3
13716,269,1,276.56,1,1,1
13717,32,6,2890.02,3,4,3
13718,246,2,613.1,1,2,2
13719,15,5,2083.36,4,4,3
13720,117,4,1599.8,2,3,3
13721,36,1,1048.28,3,1,2
13722,132,3,4750.82,2,3,4
13723,217,1,399.70000000000005,1,1,1
13725,50,8,3961.12,3,4,4
13726,39,2,2159.3199999999997,3,2,3
13727,29,2,666.96,3,2,2
13728,37,6,2032.28,3,4,3
13730,136,2,1505.2,2,2,3
13731,219,2,1221.18,1,2,2
13732,28,1,983.72,3,1,2
13735,25,4,5767.08,3,3,4
13736,5,2,1459.6,4,2,3
13737,200,1,679.1999999999999,1,1,2
13739,18,1,433.8,4,1,1
13740,241,1,701.5,1,1,2
13741,72,3,1336.8600000000001,2,3,2
13742,17,12,6215.74,4,4,4
13743,3,7,2683.2,4,4,3
13744,95,2,2161.04,2,2,3
13745,162,1,600.08,1,1,1
13747,374,1,159.2,1,1,1
13748,96,5,1896.5,2,4,3
13750,54,5,3294.52,2,4,3
13751,288,1,592.5,1,1,1
13752,124,6,2350.76,2,4,3
13753,288,1,1482.52,1,1,3
13754,152,2,565.1999999999999,1,2,1
13755,4,9,4216.12,4,4,4
13756,2,14,10379.04,4,4,4
13758,12,7,6381.1,4,4,4
13759,33,2,1318.8200000000002,3,2,2
13760,54,2,573.58,2,2,1
13761,50,2,2141.3,3,2,3
13762,219,1,613.44,1,1,2
13763,63,1,3429.92,2,1,4
13764,71,3,3038.84,2,3,3
13767,2,37,34440.72,4,4,4
13769,2,10,5593.02,4,4,4
13771,64,4,5268.9,2,3,4
13772,34,3,2245.26,3,3,3
13774,82,1,690.0,2,1,2
13777,1,33,51954.32,4,4,4
13778,103,1,357.4,2,1,1
13780,7,2,720.02,4,2,2
13781,251,1,255.68,1,1,1
13782,13,6,1817.72,4,4,3
13784,10,11,4925.58,4,4,4
13786,367,1,460.79999999999995,1,1,1
13787,76,2,618.08,2,2,2
13790,4,1,697.6,4,1,2
13791,128,2,3032.0,2,2,3
13792,66,2,391.1,2,2,1
13798,1,57,74307.7,4,4,4
13799,117,2,1377.72,2,2,3
13800,310,1,1116.64,1,1,2
13801,67,1,649.6,2,1,2
13802,139,3,9198.84,2,3,4
13803,255,1,554.14,1,1,1
13804,31,7,5176.78,3,4,4
13805,52,2,1849.2,2,2,3
13806,64,1,512.76,2,1,1
13807,367,1,225.2,1,1,1
13808,6,5,3495.32,4,4,4
13809,305,1,310.1,1,1,1
13810,29,3,2998.02,3,3,3
13811,184,3,1629.0,1,3,3
13812,42,3,1078.0,3,3,2
13813,40,4,2733.7200000000003,3,3,3
13814,92,2,3158.24,2,2,3
13815,22,4,8054.72,3,3,4
13816,24,2,1143.3400000000001,3,2,2
13817,29,2,765.96,3,2,2
13819,302,3,2280.7,1,3,3
13821,145,2,771.28,1,2,2
13822,6,2,1264.0,4,2,2
13823,19,2,1915.32,3,2,3
13824,33,5,3397.88,3,4,4
13826,176,1,379.0,1,1,1
13827,58,3,819.6,2,3,2
13828,22,1,418.98,3,1,1
13831,16,6,4396.9,4,4,4
13832,19,1,104.39999999999999,3,1,1
13833,159,1,767.7,1,1,2
13835,25,4,1669.14,3,3,3
13837,212,2,533.1800000000001,1,2,1
13838,6,4,1349.64,4,3,3
13841,253,1,170.0,1,1,1
13842,59,9,6771.24,2,4,4
13844,11,1,723.24,4,1,2
13845,65,1,625.96,2,1,2
13846,25,3,1730.1200000000001,3,3,3
13848,92,3,2510.0,2,3,3
13849,52,2,3075.9,2,2,3
13850,129,1,3190.96,2,1,3
13851,96,3,5302.92,2,3,4
13853,57,1,2180.28,2,1,3
13854,9,25,16219.039999999999,4,4,4
13856,169,3,777.0,1,3,2
13858,57,1,432.34,2,1,1
13859,326,1,402.32,1,1,1
13860,1,5,2491.8,4,4,3
13862,18,8,4418.72,4,4,4
13863,248,1,611.56,1,1,1
13865,58,4,1003.12,2,3,2
13866,74,1,291.34000000000003,2,1,1
13867,31,3,2010.18,3,3,3
13868,7,2,6385.08,4,2,4
13869,123,4,6167.3,2,3,4
13870,2,8,5541.88,4,4,4
13871,23,13,12806.5,3,4,4
13873,120,3,779.2,2,3,2
13874,358,1,1080.9,1,1,2
13875,54,5,3573.58,2,4,4
13876,64,1,245.4,2,1,1
13877,86,1,234.48,2,1,1
13878,55,1,2543.14,2,1,3
13880,21,13,6439.54,3,4,4
13881,4,20,34319.04,4,4,4
13882,3,5,2382.26,4,4,3
13883,11,5,5348.96,4,4,4
13884,7,5,1575.2,4,4,3
13885,189,2,1013.6,1,2,2
13886,71,1,487.12,2,1,1
13887,204,1,699.1,1,1,2
13888,120,2,1191.34,2,2,2
13889,93,1,833.8000000000001,2,1,2
13890,1,10,3767.6200000000003,4,4,4
13892,27,4,1265.94,3,3,2
13893,298,1,1642.2,1,1,3
13894,24,3,1129.24,3,3,2
13895,28,4,5186.14,3,3,4
13897,50,1,622.32,3,1,2
13898,326,1,311.86,1,1,1
13899,16,2,777.04,4,2,2
13900,183,3,1481.9,1,3,3
13901,72,5,5734.4,2,4,4
13904,37,2,665.28,3,2,2
13908,80,4,4739.1,2,3,4
13911,57,9,5161.82,2,4,4
13914,12,2,1252.9,4,2,2
13917,50,2,544.08,3,2,1
13918,50,2,2425.6800000000003,3,2,3
13919,59,2,769.62,2,2,2
13922,352,1,344.5,1,1,1
13923,54,1,702.26,2,1,2
13924,2,6,3677.7000000000003,4,4,4
13925,93,4,1356.5,2,3,3
13926,23,1,447.70000000000005,3,1,1
13927,75,1,697.98,2,1,2
13928,11,4,929.14,4,3,2
13929,169,2,1685.3,1,2,3
13930,58,2,674.68,2,2,2
13931,96,2,2475.06,2,2,3
13932,295,1,614.8,1,1,2
13933,109,2,1217.5800000000002,2,2,2
13934,264,1,1844.2,1,1,3
13936,180,1,753.16,1,1,2
13937,169,1,317.7,1,1,1
13938,35,1,143.32,3,1,1
13939,23,3,1137.1,3,3,2
13940,17,4,1678.28,4,3,3
13941,22,5,10225.92,3,4,4
13946,79,3,1123.1399999999999,2,3,2
13947,65,1,181.2,2,1,1
13948,361,1,204.0,1,1,1
13949,3,6,4854.64,4,4,4
13950,11,4,1490.12,4,3,3
13951,176,3,1348.9,1,3,3
13952,218,2,6502.142,1,2,4
13953,7,7,7031.36,4,4,4
13954,2,2,879.84,4,2,2
13955,154,2,645.92,1,2,2
13956,5,5,2038.54,4,4,3
13959,79,3,1188.08,2,3,2
13960,21,2,460.44,3,2,1
13962,22,2,339.1,3,2,1
13963,308,4,1329.08,1,3,2
13967,146,1,161.4,1,1,1
13969,7,18,18048.34,4,4,4
13971,19,8,5516.52,3,4,4
13972,71,2,380.5,2,2,1
13973,287,1,529.4,1,1,1
13974,49,1,827.1800000000001,3,1,2
13975,31,6,4922.4800000000005,3,4,4
13976,207,1,715.96,1,1,2
13978,15,2,393.58000000000004,4,2,1
13979,73,1,1739.74,2,1,3
13980,60,1,400.28,2,1,1
13982,39,4,3743.62,3,3,4
13983,30,12,5206.86,3,4,4
13984,27,5,1841.02,3,4,3
13985,4,15,14120.26,4,4,4
13986,17,1,640.92,4,1,2
13988,20,6,8295.92,3,4,4
13989,66,2,2532.16,2,2,3
13990,213,1,622.6,1,1,2
13991,12,6,1705.76,4,4,3
13992,30,1,153.6,3,1,1
13993,43,9,6932.72,3,4,4
13994,4,6,4548.28,4,4,4
13995,15,5,2787.38,4,4,3
13999,10,12,7803.62,4,4,4
14000,211,1,1271.32,1,1,2
14001,46,3,4086.1600000000003,3,3,4
14002,134,2,1059.46,2,2,2
14004,43,7,9165.28,3,4,4
14005,10,5,5749.44,4,4,4
14006,116,3,1924.38,2,3,3
14009,198,2,1391.22,1,2,3
14012,278,1,657.6,1,1,2
14013,110,3,946.04,2,3,2
14014,77,1,1010.36,2,1,2
14015,53,1,1834.68,2,1,3
14016,162,4,8682.42,1,3,4
14019,47,3,2843.22,3,3,3
14020,17,2,1285.6,4,2,2
14021,155,3,1263.8,1,3,2
14022,225,1,880.0,1,1,2
14023,7,2,1168.14,4,2,2
14024,122,2,655.4,2,2,2
14027,61,1,209.64,2,1,1
14029,63,2,935.32,2,2,2
14030,18,8,4717.68,4,4,4
14031,7,19,34573.72,4,4,4
14032,2,11,5951.18,4,4,4
14034,22,3,1297.78,3,3,2
14035,29,5,2856.04,3,4,3
14036,285,1,1253.3,1,1,2
14037,176,2,294.40000000000003,1,2,1
14038,78,3,3120.76,2,3,3
14039,33,1,304.4,3,1,1
14040,41,12,7120.64,3,4,4
14041,266,1,282.82,1,1,1
14044,27,4,1292.84,3,3,2
14045,109,4,3319.5,2,3,3
14046,284,1,309.98,1,1,1
14047,9,5,2617.2200000000003,4,4,3
14048,305,1,819.86,1,1,2
14049,17,4,11157.44,4,3,4
14050,32,2,1492.72,3,2,3
14051,1,23,31220.780000000002,4,4,4
14052,20,1,450.72,3,1,1
14053,124,2,520.5,2,2,1
14054,65,1,184.92,2,1,1
14055,106,1,1451.2800000000002,2,1,3
14056,1,23,16305.42,4,4,4
14057,24,17,12423.32,3,4,4
14059,267,1,367.2,1,1,1
14060,5,19,12280.84,4,4,4
14062,10,12,20929.7,4,4,4
14064,29,5,2668.68,3,4,3
14066,267,1,305.1,1,1,1
14067,64,2,749.4,2,2,2
14068,320,1,531.7,1,1,1
14071,4,8,2875.14,4,4,3
14073,32,1,302.08,3,1,1
14075,5,3,1884.52,4,3,3
14076,129,1,237.34,2,1,1
14077,41,5,998.8399999999999,3,4,2
14078,102,6,2098.74,2,4,3
14079,125,1,750.2,2,1,2
14080,33,1,91.19999999999999,3,1,1
14081,302,2,1843.24,1,2,3
14082,365,1,364.5,1,1,1
14083,4,9,2005.8,4,4,3
14085,2,18,8842.58,4,4,4
14087,3,1,382.94,4,1,1
14088,10,13,100983.62,4,4,4
14089,57,1,317.5,2,1,1
14090,325,1,152.64000000000001,1,1,1
14092,8,14,8153.82,4,4,4
14093,12,1,867.72,4,1,2
14096,4,17,130329.58,4,4,4
14098,37,1,294.7,3,1,1
14099,16,11,6208.34,4,4,4
14100,138,1,383.90000000000003,2,1,1
14101,74,6,11953.58,2,4,4
14102,5,5,2211.7599999999998,4,4,3
14104,155,2,432.41999999999996,1,2,1
14105,239,1,2532.46,1,1,3
14107,52,7,5406.46,2,4,4
14108,31,2,1195.82,3,2,2
14109,73,1,288.4,2,1,1
14110,4,12,11366.3,4,4,4
14111,14,4,1385.7,4,3,3
14112,23,7,5830.3,3,4,4
14113,4,4,3680.84,4,3,4
14114,274,2,773.06,1,2,2
14116,20,5,2765.48,3,4,3
14117,144,1,180.0,1,1,1
14121,4,4,5560.3,4,3,4
14124,84,1,839.1600000000001,2,1,2
14125,11,3,5441.26,4,3,4
14126,8,3,1412.2600000000002,4,3,3
14127,123,3,1419.42,2,3,3
14128,61,2,1275.0,2,2,2
14129,2,5,2247.7200000000003,4,4,3
14130,319,1,961.82,1,1,2
14132,2,11,7172.0599999999995,4,4,4
14133,130,3,1211.28,2,3,2
14135,2,15,9380.62,4,4,4
14138,2,2,1931.7600000000002,4,2,3
14139,46,1,831.64,3,1,2
14140,4,2,1870.1,4,2,3
14141,3,4,1830.26,4,3,3
14142,373,1,623.62,1,1,2
14143,134,1,231.6,2,1,1
14145,47,4,7484.4,3,3,4
14146,9,5,8382.0,4,4,4
14147,78,2,966.8,2,2,2
14148,234,1,314.4,1,1,1
14149,221,1,893.24,1,1,2
14150,36,2,1317.28,3,2,2
14152,75,2,1242.58,2,2,2
14154,239,2,2691.24,1,2,3
14155,266,1,237.5,1,1,1
14156,10,55,234420.16,4,4,4
14157,20,2,849.7800000000001,3,2,2
14158,40,1,1015.32,3,1,2
14159,20,11,9260.7,3,4,4
14161,216,3,2195.2400000000002,1,3,3
14162,174,2,578.72,1,2,1
14163,87,4,4891.82,2,3,4
14164,71,2,3263.54,2,2,3
14165,276,1,240.88,1,1,1
14167,39,4,1125.18,3,3,2
14171,98,1,727.58,2,1,2
14173,11,4,901.68,4,3,2
14174,33,1,268.92,3,1,1
14175,60,3,6444.6,2,3,4
14176,297,4,1153.8000000000002,1,3,2
14177,86,4,1098.92,2,3,2
14178,9,7,3200.52,4,4,3
14179,41,2,1403.14,3,2,3
14180,11,25,9497.04,4,4,4
14184,67,1,905.78,2,1,2
14185,331,1,395.3,1,1,1
14188,31,6,4108.72,3,4,4
14189,2,15,9308.16,4,4,4
14191,2,13,9369.52,4,4,4
14193,68,2,1706.78,2,2,3
14194,5,21,22699.04,4,4,4
14195,202,2,2024.0,1,2,3
14196,107,1,671.04,2,1,2
14198,18,4,1402.8,4,3,3
14199,218,1,370.79999999999995,1,1,1
14201,60,7,1494.88,2,4,3
14204,2,1,301.22,4,1,1
14205,17,2,933.4,4,2,2
14206,239,1,656.3199999999999,1,1,2
14208,95,1,303.48,2,1,1
14209,11,6,4146.86,4,4,4
14210,106,6,3811.6800000000003,2,4,4
14211,53,9,4482.2,2,4,4
14212,90,1,2140.96,2,1,3
14214,31,5,2008.76,3,4,3
14215,12,6,3579.44,4,4,4
14216,3,4,3678.6,4,3,4
14217,2,17,4009.96,4,4,4
14218,43,1,338.96000000000004,3,1,1
14219,4,1,179.88,4,1,1
14220,247,2,1264.8,1,2,2
14221,42,9,6865.6,3,4,4
14222,177,1,1366.34,1,1,3
14223,92,3,1982.26,2,3,3
14224,110,4,2019.46,2,3,3
14226,29,5,4429.58,3,4,4
14227,26,10,6701.92,3,4,4
14229,52,3,3094.4,2,3,3
14231,184,3,1851.42,1,3,3
14232,43,5,4096.14,3,4,4
14233,49,4,2925.44,3,3,3
14234,22,4,1508.24,3,3,3
14235,75,5,6289.72,2,4,4
14236,81,2,981.72,2,2,2
14237,373,1,322.0,1,1,1
14238,326,1,293.7,1,1,1
14239,43,11,4761.7,3,4,4
14240,30,2,1780.68,3,2,3
14241,184,1,427.40000000000003,1,1,1
14242,235,2,561.1,1,2,1
14243,9,10,5177.54,4,4,4
14245,220,2,3386.9,1,2,4
14246,111,3,2948.12,2,3,3
14247,278,1,273.53999999999996,1,1,1
14248,318,1,605.16,1,1,1
14250,7,3,3808.1,4,3,4
14251,2,5,5759.400000000001,4,4,4
14256,260,2,1938.1200000000001,1,2,3
14257,64,5,6199.4400000000005,2,4,4
14258,9,9,25339.96,4,4,4
14259,142,1,240.0,2,1,1
14261,51,2,2326.9,3,2,3
14262,8,8,5236.46,4,4,4
14264,155,2,667.94,1,2,2
14265,109,2,1060.36,2,2,2
14267,163,3,3032.48,1,3,3
14270,332,1,985.3000000000001,1,1,2
14271,226,1,224.64,1,1,1
14272,74,2,875.92,2,2,2
14273,51,4,1119.94,3,3,2
14276,99,3,2239.48,2,3,3
14277,15,3,8376.0,4,3,4
14280,197,1,268.08,1,1,1
14282,3,15,7402.88,4,4,4
14284,31,2,1190.5,3,2,2
14285,21,4,3820.02,3,3,4
14286,24,3,9257.5,3,3,4
14287,8,3,353.26,4,3,1
14288,213,1,853.2,1,1,2
14289,9,6,1822.52,4,4,3
14290,11,5,4629.3,4,4,4
14291,2,11,7766.5,4,4,4
14292,8,9,9743.86,4,4,4
14293,3,4,2093.12,4,3,3
14295,40,1,332.40000000000003,3,1,1
14297,18,4,2610.66,4,3,3
14298,8,44,103054.6,4,4,4
14299,8,9,7931.24,4,4,4
14300,19,1,86.4,3,1,1
14301,117,1,1280.28,2,1,2
14304,223,1,766.9,1,1,2
14305,71,3,3717.92,2,3,4
14306,51,2,4186.64,3,2,4
14307,89,6,5991.44,2,4,4
14309,8,9,4705.06,4,4,4
14311,243,1,620.52,1,1,2
14312,47,6,3223.18,3,4,3
14314,107,1,240.0,2,1,1
14315,45,6,4962.26,3,4,4
14317,65,1,1017.1600000000001,2,1,2
14320,207,2,955.58,1,2,2
14321,11,5,3061.5,4,4,3
14323,115,2,1210.1200000000001,2,2,2
14326,242,1,367.7,1,1,1
14327,163,1,623.3,1,1,2
14329,17,7,9950.48,4,4,4
14331,124,2,925.3199999999999,2,2,2
14332,23,3,1680.42,3,3,3
14333,68,1,830.4,2,1,2
14334,17,8,5104.42,4,4,4
14335,16,2,909.72,4,2,2
14336,17,4,3229.82,4,3,3
14338,161,2,1176.44,1,2,2
14339,243,1,619.04,1,1,2
14340,219,1,269.4,1,1,1
14341,45,8,4333.96,3,4,4
14342,21,4,1337.1200000000001,3,3,2
14344,127,8,1779.8600000000001,2,4,3
14345,39,1,217.95999999999998,3,1,1
14346,121,2,2043.16,2,2,3
14348,260,1,819.14,1,1,2
14349,10,1,267.0,4,1,1
14350,274,1,565.86,1,1,1
14351,165,1,102.0,1,1,1
14352,157,4,2157.92,1,3,3
14353,215,1,181.2,1,1,1
14354,6,2,327.24,4,2,1
14355,366,1,348.8,1,1,1
14356,80,2,1402.46,2,2,3
14357,43,1,450.24,3,1,1
14359,19,3,1824.36,3,3,3
14360,32,4,4236.06,3,3,4
14362,22,1,303.0,3,1,1
14364,109,8,7434.7,2,4,4
14367,8,16,18455.64,4,4,4
14368,320,1,310.0,1,1,1
14371,295,1,201.0,1,1,1
14373,358,1,153.1,1,1,1
14375,185,1,471.12,1,1,1
14377,191,2,1234.1,1,2,2
14379,44,2,696.2,3,2,2
14381,52,1,405.36,2,1,1
14382,26,1,1230.98,3,1,2
14383,38,3,2495.38,3,3,3
14385,9,3,404.22,4,3,1
14386,297,1,284.8,1,1,1
14387,33,3,3455.2,3,3,4
14388,10,8,6425.68,4,4,4
14389,65,2,2086.92,2,2,3
14390,10,9,9285.14,4,4,4
14393,218,1,135.9,1,1,1
14395,2,9,6959.82,4,4,4
14396,65,2,975.98,2,2,2
14397,3,19,5225.92,4,4,4
14400,149,1,1149.4,1,1,2
14401,4,13,8102.96,4,4,4
14403,130,4,2951.62,2,3,3
14404,34,6,2898.64,3,4,3
14406,119,1,313.5,2,1,1
14407,107,6,4315.46,2,4,4
14408,11,7,5198.06,4,4,4
14409,71,6,4118.900000000001,2,4,4
14410,92,9,2200.54,2,4,3
14411,311,1,2126.0,1,1,3
14412,43,2,1540.06,3,2,3
14413,362,1,242.1,1,1,1
14414,92,7,2993.96,2,4,3
14415,1,13,11711.14,4,4,4
14416,22,2,980.44,3,2,2
14418,4,3,3874.5,4,3,4
14419,11,6,2103.58,4,4,3
14420,99,1,775.04,2,1,2
14421,57,2,1626.22,2,2,3
14422,1,6,8527.28,4,4,4
14423,218,1,530.4,1,1,1
14424,18,1,644.16,4,1,2
14426,24,10,8963.34,3,4,4
14427,50,2,726.6800000000001,3,2,2
14428,7,5,2448.12,4,4,3
14431,303,1,940.72,1,1,2
14432,10,6,4497.0,4,4,4
14434,22,6,2745.6,3,4,3
14436,99,1,178.12,2,1,1
14437,366,1,126.0,1,1,1
14438,306,1,263.8,1,1,1
14439,320,1,5322.48,1,1,4
14440,8,5,4715.360000000001,4,4,4
14441,1,4,3425.78,4,3,4
14442,205,2,3179.64,1,2,3
14443,54,4,2840.4,2,3,3
14446,1,4,2020.7,4,3,3
14447,19,5,2326.46,3,4,3
